0,1,2,3
0.0012263261,0.9437124,0.046161454,0.008899775
0.0024284252,0.6831588,0.30994308,0.004469677
0.0020210457,0.83991444,0.14775698,0.010307524
1.4941994e-05,0.86983716,0.13012245,2.5357944e-05
0.00021487272,0.8992638,0.099510856,0.0010104761
0.00039326033,0.9812349,0.016934374,0.0014375807
6.338189e-05,0.9761849,0.023519583,0.00023187716
0.0061626616,0.002349875,0.8266466,0.16484077
0.0070476364,0.017626982,0.915138,0.060187325
0.00039220197,0.35356212,0.64541775,0.0006280021
0.0029577645,0.0063365875,0.9592068,0.03149871
0.011703931,0.08088127,0.8891743,0.01824053
0.022642214,0.023854742,0.90283006,0.050672922
0.0026703274,0.123397864,0.8730403,0.00089151046
0.00018387275,0.16709112,0.83263606,8.904285e-05
4.027541e-05,0.005819522,0.99402565,0.000114527575
0.0007297943,0.37831682,0.61930496,0.0016484475
0.00014053386,0.085568435,0.9142203,7.0596296e-05
0.0014175985,0.039310783,0.95851934,0.0007523565
0.020117175,0.20047021,0.689243,0.09016961
0.0016128728,0.9606156,0.011772626,0.025999008
0.0015627939,0.9414083,0.054955967,0.002072999
0.0027976953,0.8080679,0.0769553,0.112179086
0.0007744236,0.6510172,0.34777284,0.00043562718
0.001820059,0.9435987,0.049916793,0.00466459
0.00383551,0.10949469,0.8807173,0.005952648
0.0005796342,0.96969205,0.025191836,0.0045365253
0.00046224872,0.91005296,0.08859421,0.00089054985
0.00036765164,0.96473205,0.034517113,0.00038307818
0.00066422706,0.31807697,0.6801166,0.0011421745
0.047398537,0.0025581268,0.94485486,0.005188595
0.0037282824,0.0015251781,0.9904559,0.004290619
0.016573992,0.0047206753,0.9597886,0.018916747
0.000711856,0.09960476,0.89925617,0.0004272293
0.0073516145,0.023382232,0.9531774,0.016088758
0.00020545522,0.00090968324,0.99608386,0.0028009715
0.004903918,0.0009942877,0.14762953,0.84647226
0.016560411,0.4163455,0.20524088,0.36185315
0.1302423,0.0017728797,0.043413706,0.8245711
0.0019671284,2.6592765e-05,0.009755881,0.9882504
0.025275256,0.0026892133,0.0503793,0.9216562
0.00086575455,0.00019521127,0.013282021,0.985657
0.01184155,0.000647992,0.005217302,0.9822932
0.036170434,0.009252642,0.0051436103,0.94943327
0.026549228,0.0005422379,0.0144379,0.95847064
0.00019783399,0.95901304,0.040675275,0.00011386041
0.00020144491,0.00016118374,0.9672423,0.03239512
0.002164232,0.83985126,0.14842966,0.009554906
0.0016263413,0.00038145267,0.0028971992,0.99509495
0.00042461284,0.51195014,0.48691392,0.0007113803
0.00033702,0.92987543,0.067667745,0.0021199437
0.00041767934,4.2992866e-05,0.9889044,0.010634897
0.00042152408,0.044431917,0.94347346,0.011673062
0.0015609034,9.1485745e-05,0.002930548,0.9954171
0.08231032,0.0011758717,0.15521832,0.76129556
0.97575635,0.0011531588,0.016049122,0.0070412415
0.8888847,0.00025851998,0.05337244,0.0574843
0.98008084,0.0015047983,0.016298983,0.002115258
0.8793132,5.078388e-05,0.033412963,0.087223135
0.95170265,0.0001453877,0.004546684,0.043605357
